housing_median_age,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,dist_to_los_angeles_km,dist_to_san_diego_km,dist_to_san_jose_km,dist_to_san_francisco_km,dist_to_fresno_km,rooms_per_household,bedrooms_per_household,population_per_household
48.0,1.0972,104500.0,False,False,True,False,554.7109631834888,733.5516274857764,64.29355340645644,14.48553831851408,250.98959527902204,4.807486631016043,1.1550802139037433,2.6390374331550803
52.0,1.4103,103900.0,False,False,True,False,555.2989291022701,734.1247202571958,64.76127251993087,13.694455857080898,251.76410835656398,3.7493796526054592,0.967741935483871,2.235732009925558
52.0,3.48,191400.0,False,False,True,False,554.1238333823727,732.9792076075842,63.83457133178324,15.286181141973417,250.215811637926,4.757281553398058,1.0679611650485437,2.2297734627831716
52.0,2.5898,176000.0,False,False,True,False,554.1238333823727,732.9792076075842,63.83457133178324,15.286181141973417,250.215811637926,3.4942528735632186,1.0272988505747127,1.978448275862069
52.0,2.0978,155400.0,False,False,True,False,554.1238333823727,732.9792076075842,63.83457133178324,15.286181141973417,250.215811637926,4.215189873417722,1.0607594936708862,2.3949367088607594
51.0,1.2852,150000.0,False,False,True,False,554.1238333823727,732.9792076075842,63.83457133178324,15.286181141973417,250.215811637926,3.7590361445783134,1.248995983935743,2.076305220883534
49.0,1.025,118800.0,False,False,True,False,554.9517576079999,733.8232514662566,64.78856281131532,15.763967284619216,250.74457247832447,3.7724867724867726,1.0687830687830688,2.4444444444444446
52.0,3.9643,188800.0,False,False,True,False,554.9517576079999,733.8232514662566,64.78856281131532,15.763967284619216,250.74457247832447,4.797979797979798,1.02020202020202,2.3585858585858586
52.0,3.0125,184400.0,False,False,True,False,554.1238333823727,732.9792076075842,63.83457133178324,15.286181141973417,250.215811637926,4.941780821917808,1.0650684931506849,2.26027397260274
52.0,2.6768,182300.0,False,False,True,False,554.1238333823727,732.9792076075842,63.83457133178324,15.286181141973417,250.215811637926,4.335078534031414,1.0994764397905759,1.8795811518324608
50.0,2.026,142500.0,False,False,True,False,554.1238333823727,732.9792076075842,63.83457133178324,15.286181141973417,250.215811637926,3.700657894736842,1.0592105263157894,2.026315789473684
43.0,1.7348,137500.0,False,False,True,False,553.8849862360163,732.7090297685754,63.351688343972306,14.052228262647098,250.46639039620067,3.9802371541501977,1.233201581027668,2.205533596837945
40.0,0.9506,187500.0,False,False,True,False,553.2969024408773,732.1358763279153,62.885769163181756,14.876318819394843,249.69088096314613,3.9,1.21875,2.64375
40.0,1.775,112500.0,False,False,True,False,553.8849862360163,732.7090297685754,63.351688343972306,14.052228262647098,250.46639039620067,2.6875,1.0653409090909092,1.9886363636363635
21.0,0.9218,171900.0,False,False,True,False,553.8849862360163,732.7090297685754,63.351688343972306,14.052228262647098,250.46639039620067,2.045662100456621,1.0342465753424657,1.678082191780822
43.0,1.5045,93800.0,False,False,True,False,553.8849862360163,732.7090297685754,63.351688343972306,14.052228262647098,250.46639039620067,4.58968058968059,1.1203931203931203,2.6068796068796067
41.0,1.1108,97500.0,False,False,True,False,553.8849862360163,732.7090297685754,63.351688343972306,14.052228262647098,250.46639039620067,4.473611111111111,1.1847222222222222,2.720833333333333
52.0,1.2475,104200.0,False,False,True,False,553.8849862360163,732.7090297685754,63.351688343972306,14.052228262647098,250.46639039620067,4.075,1.14,2.905
52.0,1.6098,87500.0,False,False,True,False,554.4739055633493,733.2828558753926,63.826373661259716,13.235157731428849,251.2426205563917,5.021459227467811,1.0085836909871244,3.0085836909871246
52.0,1.4113,83100.0,False,False,True,False,554.4739055633493,733.2828558753926,63.826373661259716,13.235157731428849,251.2426205563917,4.295454545454546,1.1045454545454545,2.618181818181818
52.0,1.5057,87500.0,False,False,True,False,554.4739055633493,733.2828558753926,63.826373661259716,13.235157731428849,251.2426205563917,4.77992277992278,1.111969111969112,2.4015444015444016
52.0,0.8172,85300.0,False,False,True,False,554.4739055633493,733.2828558753926,63.826373661259716,13.235157731428849,251.2426205563917,6.102459016393443,1.3729508196721312,2.9836065573770494
52.0,1.2171,80300.0,False,False,True,False,554.4739055633493,733.2828558753926,63.826373661259716,13.235157731428849,251.2426205563917,4.5625,1.1217105263157894,3.5328947368421053
2.0,2.5625,60000.0,False,False,True,False,555.063657757205,733.857353064581,64.30963099494394,12.426492061807846,252.019564775475,2.7719298245614037,0.7543859649122807,1.6491228070175439
52.0,3.3929,75700.0,False,False,True,False,555.8877284794376,734.6984843413522,65.23754074721194,12.91469073162587,252.5393441506009,5.994652406417113,1.1283422459893049,2.962566844919786
49.0,6.1183,75000.0,False,False,True,False,555.063657757205,733.857353064581,64.30963099494394,12.426492061807846,252.019564775475,5.869565217391305,1.2608695652173914,3.739130434782609
50.0,0.9011,86100.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,6.229508196721311,1.5573770491803278,3.0901639344262297
52.0,1.191,76100.0,False,False,True,False,554.8321264419016,733.5928408347035,63.88644400523529,11.194139563155582,252.28297197538197,7.69811320754717,1.490566037735849,3.2767295597484276
48.0,2.5938,73500.0,False,False,True,False,554.8321264419016,733.5928408347035,63.88644400523529,11.194139563155582,252.28297197538197,6.225563909774436,1.368421052631579,2.9473684210526314
52.0,1.1667,78400.0,False,False,True,False,554.8321264419016,733.5928408347035,63.88644400523529,11.194139563155582,252.28297197538197,5.401069518716578,1.1176470588235294,3.229946524064171
48.0,0.8056,84400.0,False,False,True,False,554.8321264419016,733.5928408347035,63.88644400523529,11.194139563155582,252.28297197538197,4.382530120481928,1.0662650602409638,2.3734939759036147
52.0,2.6094,81300.0,False,False,True,False,553.4185299117139,732.1772481283274,62.47184149719473,11.708681422176552,250.9915495735839,6.98639455782313,1.6598639455782314,3.3469387755102042
52.0,1.8516,85000.0,False,False,True,False,554.8321264419016,733.5928408347035,63.88644400523529,11.194139563155582,252.28297197538197,6.975609756097561,1.329268292682927,3.341463414634146
46.0,0.9802,129200.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,4.584288052373159,1.0540098199672667,2.983633387888707
26.0,1.7719,82500.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,6.047244094488189,1.1968503937007875,3.0866141732283463
46.0,0.7286,95200.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,3.375451263537906,1.0722021660649819,2.101083032490975
49.0,1.75,75000.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,5.552631578947368,1.3421052631578947,3.6842105263157894
46.0,0.4999,67500.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,1.7142857142857142,0.5714285714285714,2.5714285714285716
20.0,2.483,137500.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,6.2781954887218046,1.2105263157894737,2.180451127819549
17.0,0.9241,177500.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,2.8177676537585423,1.0523917995444192,1.7357630979498861
36.0,2.4464,102100.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,5.724950884086444,1.1041257367387034,2.4282907662082516
19.0,1.1111,108300.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,5.830917874396135,1.173913043478261,3.4830917874396135
23.0,0.8026,112500.0,False,False,True,False,554.2405900761905,733.0169401689824,63.38764383648728,12.021606920305386,251.5036253563689,5.369230769230769,1.1507692307692308,3.243076923076923
38.0,2.0114,131300.0,False,False,True,False,552.8268668207801,731.6012814057493,61.97412041051606,12.563858323217397,250.21120322571923,4.412903225806452,1.135483870967742,2.2193548387096773
17.0,1.5,162500.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,3.1972318339100347,1.0,2.1072664359861593
52.0,1.1667,112500.0,False,False,True,False,553.0600088088675,731.8671482123829,62.41542006113679,13.69570285727366,249.94703512169627,3.75,1.0,3.267857142857143
52.0,1.5208,112500.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,3.9080459770114944,1.1149425287356323,2.2988505747126435
52.0,0.8075,137500.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,2.490322580645161,1.0580645161290323,2.232258064516129
35.0,1.8088,118800.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,5.609467455621302,1.0887573964497042,2.7633136094674557
52.0,2.4083,98200.0,False,False,True,False,553.6498833103672,732.4417087668904,62.897236575482594,12.855875638163116,250.7249775585546,6.721739130434782,1.2434782608695651,3.2782608695652176
40.0,0.977,118800.0,False,False,True,False,553.0600088088675,731.8671482123829,62.41542006113679,13.69570285727366,249.94703512169627,2.3157894736842106,1.186842105263158,1.5315789473684212
10.0,0.76,162500.0,False,False,True,False,553.0600088088675,731.8671482123829,62.41542006113679,13.69570285727366,249.94703512169627,2.6515151515151514,1.0545454545454545,1.6545454545454545
10.0,0.9722,137500.0,False,False,True,False,552.2360353815716,731.0259852915242,61.48500423483684,13.422082297643836,249.43155350196403,2.6923076923076925,1.0769230769230769,3.2051282051282053
16.0,2.0938,162500.0,False,False,True,False,552.2360353815716,731.0259852915242,61.48500423483684,13.422082297643836,249.43155350196403,2.74585635359116,1.0828729281767955,2.2099447513812156
52.0,0.8668,137500.0,False,False,True,False,552.8268668207801,731.6012814057493,61.97412041051606,12.563858323217397,250.21120322571923,2.4431818181818183,0.9886363636363636,10.272727272727273
52.0,0.75,162500.0,False,False,True,False,552.8268668207801,731.6012814057493,61.97412041051606,12.563858323217397,250.21120322571923,2.823529411764706,0.9117647058823529,5.617647058823529
27.0,2.6354,187500.0,False,False,True,False,551.4130704549665,730.1855434896105,60.560710605814464,13.236508924014593,248.91996960255068,3.493377483443709,1.1490066225165563,2.377483443708609
39.0,1.8477,179200.0,False,False,True,False,552.2360353815716,731.0259852915242,61.48500423483684,13.422082297643836,249.43155350196403,3.6723768736616704,1.3340471092077089,2.841541755888651
36.0,2.0096,130000.0,False,False,True,False,551.6460382724929,730.45136137602,61.004699950387064,14.282804070192228,248.65260696386457,2.294016358157555,1.066293585880327,1.493327593628928
31.0,2.8345,183800.0,False,False,True,False,553.2969024408773,732.1358763279153,62.885769163181756,14.876318819394843,249.69088096314613,3.8949152542372882,1.1279661016949152,1.735593220338983
29.0,2.0062,125000.0,False,False,True,False,552.4709692437378,731.2932600925379,61.94239476766356,14.54012543562495,249.16980466123476,3.681318681318681,1.1758241758241759,2.21978021978022
22.0,1.2185,170000.0,False,False,True,False,553.2969024408773,732.1358763279153,62.885769163181756,14.876318819394843,249.69088096314613,2.9456,1.016,1.6192
37.0,2.6104,193100.0,False,False,True,False,553.2969024408773,732.1358763279153,62.885769163181756,14.876318819394843,249.69088096314613,3.7071428571428573,1.1071428571428572,1.8755102040816327
29.0,2.4912,257800.0,False,False,True,False,551.8827672946358,730.7200459975548,61.47836362439469,15.388386885508552,248.39329286929058,3.7248,1.1312,1.8432
28.0,3.2177,273400.0,False,False,True,False,551.8827672946358,730.7200459975548,61.47836362439469,15.388386885508552,248.39329286929058,3.8784235136940546,1.070808283233133,1.7120908483633934
39.0,3.125,237500.0,False,False,True,False,551.8827672946358,730.7200459975548,61.47836362439469,15.388386885508552,248.39329286929058,3.745614035087719,1.0614035087719298,1.706140350877193
52.0,2.5795,350000.0,False,False,True,False,551.8827672946358,730.7200459975548,61.47836362439469,15.388386885508552,248.39329286929058,3.5154975530179446,1.1435562805872757,1.4600326264274062
34.0,2.8406,335700.0,False,False,True,False,552.4709692437378,731.2932600925379,61.94239476766356,14.54012543562495,249.16980466123476,3.281721632196758,1.0698714365567357,1.5030743432084963
52.0,4.9306,313400.0,False,False,True,False,552.1232521476074,730.9915937957026,61.98101627194966,16.541354719370453,248.14205133664495,6.184426229508197,0.9221311475409836,2.762295081967213
52.0,3.2727,268500.0,False,False,True,False,551.2954056488293,730.1475075207511,61.02353181517396,16.23988565931038,247.61750651567434,4.442982456140351,1.0570175438596492,1.5548245614035088
52.0,3.1691,259400.0,False,False,True,False,551.8827672946358,730.7200459975548,61.47836362439469,15.388386885508552,248.39329286929058,4.165876777251185,1.0900473933649288,1.6255924170616114
52.0,3.9,275700.0,False,False,True,False,552.1232521476074,730.9915937957026,61.98101627194966,16.541354719370453,248.14205133664495,4.848189415041783,1.0459610027855153,2.011142061281337
28.0,3.9063,225000.0,False,False,True,False,552.7096568511517,731.5633971402972,62.42881239502064,15.706324436839463,248.91609900231578,4.160847880299252,1.0660847880299251,1.8952618453865338
52.0,5.0917,262500.0,False,False,True,False,552.7096568511517,731.5633971402972,62.42881239502064,15.706324436839463,248.91609900231578,5.628458498023716,1.1422924901185771,2.1739130434782608
32.0,2.6429,218500.0,False,False,True,False,552.7096568511517,731.5633971402972,62.42881239502064,15.706324436839463,248.91609900231578,3.7270058708414875,1.0743639921722115,1.7671232876712328
26.0,3.0233,255000.0,False,False,True,False,552.7096568511517,731.5633971402972,62.42881239502064,15.706324436839463,248.91609900231578,3.2530813475760065,0.9827444535743632,1.4371405094494658
52.0,3.1484,224100.0,False,False,True,False,553.5375423656867,732.4074622061872,63.384516102263994,16.09495764309415,249.4427642302139,4.578034682080925,1.0770712909441233,1.8092485549132948
35.0,3.4722,243100.0,False,False,True,False,553.5375423656867,732.4074622061872,63.384516102263994,16.09495764309415,249.4427642302139,3.822274881516588,1.014218009478673,1.599526066350711
52.0,3.1429,231600.0,False,False,True,False,553.5375423656867,732.4074622061872,63.384516102263994,16.09495764309415,249.4427642302139,4.3951890034364265,0.9862542955326461,1.8350515463917525
28.0,2.4234,218500.0,False,False,True,False,553.5375423656867,732.4074622061872,63.384516102263994,16.09495764309415,249.4427642302139,3.0234798314268514,1.053582179409994,1.5400361228175798
52.0,3.0897,234100.0,False,False,True,False,553.5375423656867,732.4074622061872,63.384516102263994,16.09495764309415,249.4427642302139,4.040501446480231,1.0655737704918034,1.7222757955641272
50.0,5.8596,327600.0,False,False,True,False,553.1982716501901,732.1122436814112,63.48600069234953,18.145637087533984,248.43291016021826,6.742627345844504,1.0697050938337802,2.6005361930294906
47.0,5.2868,347600.0,False,False,True,False,553.1982716501901,732.1122436814112,63.48600069234953,18.145637087533984,248.43291016021826,6.546391752577319,0.9360824742268041,2.263917525773196
41.0,5.956,366100.0,False,False,True,False,552.9520928076819,731.8363928682288,62.94357920784798,16.910700842070106,248.67045993080873,6.851063829787234,1.0797872340425532,2.1117021276595747
37.0,4.9643,335000.0,False,False,True,False,554.6127387775997,733.528119552689,64.88303523827196,17.835390348575256,249.73877015762784,7.1063829787234045,1.148936170212766,2.0851063829787235
52.0,6.3434,373600.0,False,False,True,False,554.0300393547213,732.9591929246873,64.46451014113424,18.61615936308318,248.97073353561723,6.947890818858561,1.0198511166253101,2.632754342431762
52.0,5.1773,389500.0,False,False,True,False,553.7819231651729,732.6819022726763,63.91099116247876,17.34358807402143,249.2027077199665,6.358558558558559,1.0342342342342343,2.120720720720721
52.0,7.2354,391100.0,False,False,True,False,554.6127387775997,733.528119552689,64.88303523827196,17.835390348575256,249.73877015762784,7.11716621253406,0.9945504087193461,2.455040871934605
28.0,5.457,337300.0,False,False,True,False,553.4481878490459,732.3909459567648,64.05536943237256,19.40528342491484,248.203471701134,5.5303347280334725,1.096234309623431,2.1244769874476988
50.0,7.5,295200.0,False,False,True,False,552.6154675137697,731.5432645453491,63.07045636079694,18.95446774137769,247.66387856671216,6.127348643006263,0.9874739039665971,2.152400835073069
44.0,6.0194,292300.0,False,False,True,False,552.0335134458916,730.9749664569371,62.664546092005665,19.769247660878666,246.8956201055977,5.735343383584589,1.0,2.274706867671692
40.0,7.5544,411500.0,False,False,True,False,551.2008197405262,730.1272571474892,61.67741402712576,19.39090268571002,246.35807562275565,7.631498470948012,1.0305810397553516,2.470948012232416
30.0,6.0666,311500.0,False,False,True,False,551.4524121439529,730.4073510116644,62.26845829600444,20.5892705578903,246.12814202522108,6.446064139941691,1.0087463556851313,2.4606413994169096
34.0,7.0548,325900.0,False,False,True,False,552.0335134458916,730.9749664569371,62.664546092005665,19.769247660878666,246.8956201055977,6.125,0.9879032258064516,2.2983870967741935
18.0,11.6017,392600.0,False,False,True,False,550.8721663127645,729.8404198080605,61.882381588401365,21.41393410998188,245.36145165718239,8.335051546391753,1.0824742268041236,2.747422680412371
35.0,7.4882,319300.0,False,False,True,False,551.4524121439529,730.4073510116644,62.26845829600444,20.5892705578903,246.12814202522108,6.467268623024831,1.0383747178329572,2.419864559819413
34.0,6.8976,333300.0,False,False,True,False,551.2008197405262,730.1272571474892,61.67741402712576,19.39090268571002,246.35807562275565,6.6122715404699735,1.0287206266318538,2.1240208877284594
28.0,8.2049,335200.0,False,False,True,False,550.0375610205097,728.9912428774526,60.882461008217234,21.06536745206154,244.82033126811618,6.978947368421053,0.968421052631579,2.4368421052631577
26.0,8.401,351200.0,False,False,True,False,550.6187629094293,729.5589079911272,61.274891101247604,20.226381297270656,245.58881410116345,7.530805687203792,1.0568720379146919,2.5687203791469195
29.0,6.8538,368900.0,False,False,True,False,550.0375610205097,728.9912428774526,60.882461008217234,21.06536745206154,244.82033126811618,6.657992565055762,1.0074349442379182,2.45724907063197
32.0,8.317,365900.0,False,False,True,False,549.2039362777404,728.142770583882,59.88649107673548,20.770548663937216,244.28307181711781,6.977186311787072,1.0038022813688212,2.414448669201521
37.0,7.0175,366700.0,False,False,True,False,549.7860960747382,728.7111707554325,60.28545850452269,19.919030936521157,245.0533428662959,6.982954545454546,1.0284090909090908,2.3863636363636362
39.0,6.3302,362800.0,False,False,True,False,549.7860960747382,728.7111707554325,60.28545850452269,19.919030936521157,245.0533428662959,7.54,1.068,2.53
30.0,6.3624,483300.0,False,False,True,False,547.789033589058,726.7265542597494,58.49944077903007,21.395124496248858,242.97841175819514,5.615384615384615,0.7307692307692307,2.423076923076923
52.0,7.0549,331400.0,False,False,True,False,550.3691102749458,729.2802547662733,60.69459869659249,19.06997420868229,245.82438352912104,6.785714285714286,0.9514285714285714,2.322857142857143
45.0,6.7851,323500.0,False,False,True,False,548.9544161102824,727.8641417706827,59.30036746474263,19.669823113300207,244.52175365758617,6.957746478873239,1.0234741784037558,2.504694835680751
50.0,2.8929,216700.0,False,False,True,False,548.7086619603613,727.588380662043,58.74278396369725,18.611719464275108,244.7686571243289,5.132246376811594,1.0960144927536233,2.282608695652174
38.0,3.0812,233100.0,False,False,True,False,548.7086619603613,727.588380662043,58.74278396369725,18.611719464275108,244.7686571243289,4.628336755646817,1.0985626283367556,1.9527720739219712
52.0,5.2402,296400.0,False,False,True,False,549.5383895180221,728.4339617793148,59.71631323614844,18.809401402929932,245.29456896985093,6.200892857142857,0.9464285714285714,2.2767857142857144
52.0,6.5217,273700.0,False,False,True,False,550.123214054229,729.004463810529,60.142296854086496,17.950750726954944,246.0681375972761,6.39935064935065,1.0876623376623376,2.4837662337662336
52.0,3.2632,227700.0,False,False,True,False,549.2944469741437,728.1596196185155,59.175834273749885,17.743384644383198,245.54398659774193,4.745652173913044,1.0108695652173914,2.4543478260869565
52.0,3.0298,199600.0,False,False,True,False,549.2944469741437,728.1596196185155,59.175834273749885,17.743384644383198,245.54398659774193,5.183673469387755,1.0521541950113378,2.433106575963719
52.0,4.5428,239800.0,False,False,True,False,549.2944469741437,728.1596196185155,59.175834273749885,17.743384644383198,245.54398659774193,5.283495145631068,1.050485436893204,2.3009708737864076
52.0,4.072,270100.0,False,False,True,False,550.123214054229,729.004463810529,60.142296854086496,17.950750726954944,246.0681375972761,5.952941176470588,0.9970588235294118,2.223529411764706
52.0,5.3509,302100.0,False,False,True,False,550.123214054229,729.004463810529,60.142296854086496,17.950750726954944,246.0681375972761,5.65067178502879,1.0287907869481765,1.9846449136276392
52.0,3.1603,269500.0,False,False,True,False,549.8810798251844,728.7315387726393,59.61876872694084,16.87612917655826,246.3200532325127,4.429193899782135,1.0588235294117647,1.7145969498910676
52.0,4.7708,314700.0,False,False,True,False,550.7088870011976,729.5756462585603,60.57810655655192,17.09413797896175,246.8424524489107,6.727699530516432,1.0751173708920188,2.8732394366197185
52.0,8.1564,390100.0,False,False,True,False,550.123214054229,729.004463810529,60.142296854086496,17.950750726954944,246.0681375972761,7.7026315789473685,1.0578947368421052,2.6868421052631577
52.0,8.8793,410300.0,False,False,True,False,550.7088870011976,729.5756462585603,60.57810655655192,17.09413797896175,246.8424524489107,8.972868217054264,1.1317829457364341,3.3372093023255816
52.0,6.8591,352400.0,False,False,True,False,551.2954056488293,730.1475075207511,61.02353181517396,16.23988565931038,247.61750651567434,7.599388379204893,0.9571865443425076,2.914373088685015
52.0,6.0302,287300.0,False,False,True,False,551.2954056488293,730.1475075207511,61.02353181517396,16.23988565931038,247.61750651567434,5.8203125,0.9296875,2.4765625
